request_id,pickup_point,driver_id,status,request_timestamp,drop_timestamp,request_hour,request_day,trip_duration_min,unmet_demand
6045,City,196,Trip Completed,7/15/2016 13:19,7/15/2016 14:00,13,Friday,41,0
6735,Airport,196,Trip Completed,7/15/2016 23:35,7/16/2016 0:11,23,Friday,36,0
335,City,197,Trip Completed,11/7/2016 7:39,11/7/2016 8:23,7,Monday,44,0
558,City,197,Trip Completed,11/7/2016 10:15,11/7/2016 11:12,10,Monday,57,0
844,City,197,Trip Completed,11/7/2016 17:38,11/7/2016 18:48,17,Monday,70,0
1186,City,197,Trip Completed,11/7/2016 21:05,11/7/2016 22:16,21,Monday,71,0
1705,City,197,Trip Completed,12/7/2016 8:08,12/7/2016 9:00,8,Wednesday,52,0
2469,Airport,197,Trip Completed,12/7/2016 20:43,12/7/2016 21:35,20,Wednesday,52,0
2975,Airport,197,Trip Completed,7/13/2016 6:53,7/13/2016 8:04,6,Wednesday,71,0
3641,City,197,Trip Completed,7/13/2016 19:04,7/13/2016 20:04,19,Wednesday,60,0
4476,Airport,197,Trip Completed,7/14/2016 8:50,7/14/2016 9:38,8,Thursday,48,0
4969,City,197,Trip Completed,7/14/2016 18:41,7/14/2016 19:09,18,Thursday,28,0
5737,City,197,Trip Completed,7/15/2016 7:49,7/15/2016 8:58,7,Friday,69,0
6102,City,197,Trip Completed,7/15/2016 14:57,7/15/2016 15:30,14,Friday,33,0
6721,City,197,Trip Completed,7/15/2016 23:23,7/16/2016 0:18,23,Friday,55,0
11,City,198,Trip Completed,11/7/2016 1:00,11/7/2016 1:53,1,Monday,53,0
519,City,198,Trip Completed,11/7/2016 9:43,11/7/2016 10:54,9,Monday,71,0
1994,Airport,198,Trip Completed,12/7/2016 12:49,12/7/2016 13:48,12,Wednesday,59,0
2483,Airport,198,Trip Completed,12/7/2016 20:46,12/7/2016 21:53,20,Wednesday,67,0
2635,City,198,Trip Completed,12/7/2016 22:26,12/7/2016 23:33,22,Wednesday,67,0
3545,City,198,Trip Completed,7/13/2016 18:00,7/13/2016 18:38,18,Wednesday,38,0
4730,City,198,Trip Completed,7/14/2016 14:12,7/14/2016 15:25,14,Thursday,73,0
4976,Airport,198,Trip Completed,7/14/2016 18:46,7/14/2016 19:33,18,Thursday,47,0
5789,Airport,198,Trip Completed,7/15/2016 8:32,7/15/2016 9:15,8,Friday,43,0
6030,Airport,198,Trip Completed,7/15/2016 12:54,7/15/2016 14:03,12,Friday,69,0
6616,Airport,198,Trip Completed,7/15/2016 21:51,7/15/2016 22:20,21,Friday,29,0
165,Airport,199,Trip Completed,11/7/2016 5:39,11/7/2016 6:11,5,Monday,32,0
1706,City,199,Trip Completed,12/7/2016 8:11,12/7/2016 9:12,8,Wednesday,61,0
1821,Airport,199,Trip Completed,12/7/2016 9:31,12/7/2016 10:36,9,Wednesday,65,0
2629,City,199,Trip Completed,12/7/2016 22:13,12/7/2016 22:51,22,Wednesday,38,0
5227,Airport,199,Trip Completed,7/14/2016 21:02,7/14/2016 22:19,21,Thursday,77,0
5374,City,199,Trip Completed,7/14/2016 23:40,7/15/2016 0:46,23,Thursday,66,0
5823,City,199,Trip Completed,7/15/2016 8:56,7/15/2016 10:07,8,Friday,71,0
6007,City,199,Trip Completed,7/15/2016 12:15,7/15/2016 13:03,12,Friday,48,0
6736,Airport,199,Trip Completed,7/15/2016 23:36,7/16/2016 0:20,23,Friday,44,0
590,City,200,Trip Completed,11/7/2016 11:20,11/7/2016 12:10,11,Monday,50,0
779,Airport,200,Trip Completed,11/7/2016 16:40,11/7/2016 17:14,16,Monday,34,0
1085,City,200,Trip Completed,11/7/2016 20:03,11/7/2016 20:58,20,Monday,55,0
1435,City,200,Trip Completed,12/7/2016 4:46,12/7/2016 5:55,4,Wednesday,69,0
2007,City,200,Trip Completed,12/7/2016 13:24,12/7/2016 14:24,13,Wednesday,60,0
2381,City,200,Trip Completed,12/7/2016 19:41,12/7/2016 20:53,19,Wednesday,72,0
2912,Airport,200,Trip Completed,7/13/2016 6:13,7/13/2016 6:47,6,Wednesday,34,0
3453,Airport,200,Trip Completed,7/13/2016 16:56,7/13/2016 18:07,16,Wednesday,71,0
4180,Airport,200,Trip Completed,7/14/2016 5:18,7/14/2016 5:52,5,Thursday,34,0
5122,City,200,Trip Completed,7/14/2016 20:04,7/14/2016 20:53,20,Thursday,49,0
5531,Airport,200,Trip Completed,7/15/2016 5:23,7/15/2016 6:26,5,Friday,63,0
6582,City,200,Trip Completed,7/15/2016 21:22,7/15/2016 22:06,21,Friday,44,0
406,Airport,201,Trip Completed,11/7/2016 8:36,11/7/2016 9:34,8,Monday,58,0
740,Airport,201,Trip Completed,11/7/2016 15:35,11/7/2016 16:15,15,Monday,40,0
1312,City,201,Trip Completed,11/7/2016 22:48,11/7/2016 23:37,22,Monday,49,0
1540,Airport,201,Trip Completed,12/7/2016 6:04,12/7/2016 6:55,6,Wednesday,51,0
1962,City,201,Trip Completed,12/7/2016 11:59,12/7/2016 13:01,11,Wednesday,62,0
2173,Airport,201,Trip Completed,12/7/2016 17:34,12/7/2016 18:33,17,Wednesday,59,0
3375,City,201,Trip Completed,7/13/2016 14:12,7/13/2016 14:55,14,Wednesday,43,0
3540,City,201,Trip Completed,7/13/2016 17:58,7/13/2016 18:29,17,Wednesday,31,0
4671,City,201,Trip Completed,7/14/2016 12:29,7/14/2016 13:28,12,Thursday,59,0
5336,Airport,201,Trip Completed,7/14/2016 22:25,7/14/2016 23:41,22,Thursday,76,0
5734,City,201,Trip Completed,7/15/2016 7:44,7/15/2016 8:53,7,Friday,69,0
197,City,202,Trip Completed,11/7/2016 6:00,11/7/2016 6:49,6,Monday,49,0
819,Airport,202,Trip Completed,11/7/2016 17:29,11/7/2016 18:12,17,Monday,43,0
1527,Airport,202,Trip Completed,12/7/2016 5:52,12/7/2016 7:07,5,Wednesday,75,0
3229,Airport,202,Trip Completed,7/13/2016 9:54,7/13/2016 11:06,9,Wednesday,72,0
4638,City,202,Trip Completed,7/14/2016 11:38,7/14/2016 12:38,11,Thursday,60,0
5075,City,202,Trip Completed,7/14/2016 19:45,7/14/2016 20:25,19,Thursday,40,0
5455,City,202,Trip Completed,7/15/2016 3:47,7/15/2016 4:53,3,Friday,66,0
5738,City,202,Trip Completed,7/15/2016 7:53,7/15/2016 8:20,7,Friday,27,0
6167,Airport,202,Trip Completed,7/15/2016 16:43,7/15/2016 17:24,16,Friday,41,0
220,Airport,203,Trip Completed,11/7/2016 6:11,11/7/2016 6:55,6,Monday,44,0
909,Airport,203,Trip Completed,11/7/2016 18:16,11/7/2016 19:07,18,Monday,51,0
1306,Airport,203,Trip Completed,11/7/2016 22:39,11/7/2016 23:46,22,Monday,67,0
2998,City,203,Trip Completed,7/13/2016 7:16,7/13/2016 7:45,7,Wednesday,29,0
3415,City,203,Trip Completed,7/13/2016 15:28,7/13/2016 16:37,15,Wednesday,69,0
3789,City,203,Trip Completed,7/13/2016 20:49,7/13/2016 21:41,20,Wednesday,52,0
4227,Airport,203,Trip Completed,7/14/2016 5:49,7/14/2016 6:53,5,Thursday,64,0
6490,City,203,Trip Completed,7/15/2016 20:29,7/15/2016 21:17,20,Friday,48,0
6712,Airport,203,Trip Completed,7/15/2016 23:02,7/15/2016 23:43,23,Friday,41,0
583,Airport,204,Trip Completed,11/7/2016 11:08,11/7/2016 11:58,11,Monday,50,0
772,City,204,Trip Completed,11/7/2016 16:25,11/7/2016 17:36,16,Monday,71,0
1142,City,204,Trip Completed,11/7/2016 20:42,11/7/2016 21:40,20,Monday,58,0
1436,City,204,Trip Completed,12/7/2016 4:46,12/7/2016 5:22,4,Wednesday,36,0
1986,City,204,Trip Completed,12/7/2016 12:32,12/7/2016 13:05,12,Wednesday,33,0
2508,Airport,204,Trip Completed,12/7/2016 21:04,12/7/2016 22:00,21,Wednesday,56,0
2788,City,204,Trip Completed,7/13/2016 4:49,7/13/2016 5:56,4,Wednesday,67,0
2956,Airport,204,Trip Completed,7/13/2016 6:42,7/13/2016 7:35,6,Wednesday,53,0
4518,City,204,Trip Completed,7/14/2016 9:18,7/14/2016 10:20,9,Thursday,62,0
4681,City,204,Trip Completed,7/14/2016 12:47,7/14/2016 13:22,12,Thursday,35,0
5041,City,204,Trip Completed,7/14/2016 19:20,7/14/2016 20:21,19,Thursday,61,0
6176,City,204,Trip Completed,7/15/2016 16:55,7/15/2016 17:44,16,Friday,49,0
542,Airport,205,Trip Completed,11/7/2016 10:06,11/7/2016 11:02,10,Monday,56,0
605,Airport,205,Trip Completed,11/7/2016 11:42,11/7/2016 12:31,11,Monday,49,0
1908,Airport,205,Trip Completed,12/7/2016 10:35,12/7/2016 11:40,10,Wednesday,65,0
3662,City,205,Trip Completed,7/13/2016 19:19,7/13/2016 20:20,19,Wednesday,61,0
4254,City,205,Trip Completed,7/14/2016 6:06,7/14/2016 7:12,6,Thursday,66,0
5337,City,205,Trip Completed,7/14/2016 22:21,7/14/2016 23:23,22,Thursday,62,0
5430,City,205,Trip Completed,7/15/2016 2:35,7/15/2016 3:25,2,Friday,50,0
6630,Airport,205,Trip Completed,7/15/2016 21:58,7/15/2016 22:50,21,Friday,52,0
297,Airport,206,Trip Completed,11/7/2016 7:13,11/7/2016 7:43,7,Monday,30,0
501,City,206,Trip Completed,11/7/2016 9:37,11/7/2016 10:10,9,Monday,33,0
826,City,206,Trip Completed,11/7/2016 17:32,11/7/2016 18:39,17,Monday,67,0
2339,City,206,Trip Completed,12/7/2016 19:19,12/7/2016 20:12,19,Wednesday,53,0
3025,City,206,Trip Completed,7/13/2016 7:32,7/13/2016 8:45,7,Wednesday,73,0
4803,City,206,Trip Completed,7/14/2016 17:02,7/14/2016 18:17,17,Thursday,75,0
5893,City,206,Trip Completed,7/15/2016 9:42,7/15/2016 10:18,9,Friday,36,0
876,Airport,207,Trip Completed,11/7/2016 17:58,11/7/2016 18:33,17,Monday,35,0
1318,City,207,Trip Completed,11/7/2016 22:51,11/7/2016 23:45,22,Monday,54,0
1477,Airport,207,Trip Completed,12/7/2016 5:16,12/7/2016 6:13,5,Wednesday,57,0
2084,Airport,207,Trip Completed,12/7/2016 15:46,12/7/2016 16:40,15,Wednesday,54,0
2354,Airport,207,Trip Completed,12/7/2016 19:25,12/7/2016 20:09,19,Wednesday,44,0
3407,Airport,207,Trip Completed,7/13/2016 15:24,7/13/2016 16:34,15,Wednesday,70,0
3703,Airport,207,Trip Completed,7/13/2016 19:42,7/13/2016 20:50,19,Wednesday,68,0
4085,Airport,207,Trip Completed,7/14/2016 2:42,7/14/2016 3:28,2,Thursday,46,0
4625,City,207,Trip Completed,7/14/2016 11:04,7/14/2016 12:14,11,Thursday,70,0
4866,City,207,Trip Completed,7/14/2016 17:35,7/14/2016 18:27,17,Thursday,52,0
1278,City,208,Trip Completed,11/7/2016 22:03,11/7/2016 23:05,22,Monday,62,0
2037,City,208,Trip Completed,12/7/2016 14:13,12/7/2016 15:04,14,Wednesday,51,0
2567,Airport,208,Trip Completed,12/7/2016 21:37,12/7/2016 22:26,21,Wednesday,49,0
2829,City,208,Trip Completed,7/13/2016 5:20,7/13/2016 6:17,5,Wednesday,57,0
2918,Airport,208,Trip Completed,7/13/2016 6:20,7/13/2016 7:01,6,Wednesday,41,0
3362,Airport,208,Trip Completed,7/13/2016 13:37,7/13/2016 14:36,13,Wednesday,59,0
5615,City,208,Trip Completed,7/15/2016 6:27,7/15/2016 7:32,6,Friday,65,0
2008,Airport,209,Trip Completed,12/7/2016 13:23,12/7/2016 14:28,13,Wednesday,65,0
3031,Airport,209,Trip Completed,7/13/2016 7:32,7/13/2016 8:28,7,Wednesday,56,0
3500,Airport,209,Trip Completed,7/13/2016 17:31,7/13/2016 18:11,17,Wednesday,40,0
5079,City,209,Trip Completed,7/14/2016 19:40,7/14/2016 20:16,19,Thursday,36,0
5967,City,209,Trip Completed,7/15/2016 10:56,7/15/2016 11:55,10,Friday,59,0
6375,City,209,Trip Completed,7/15/2016 19:10,7/15/2016 20:24,19,Friday,74,0
1551,City,210,Trip Completed,12/7/2016 6:10,12/7/2016 6:54,6,Wednesday,44,0
2041,City,210,Trip Completed,12/7/2016 14:24,12/7/2016 15:13,14,Wednesday,49,0
2666,City,210,Trip Completed,12/7/2016 23:40,7/13/2016 0:22,23,Wednesday,-213078,0
3348,City,210,Trip Completed,7/13/2016 13:12,7/13/2016 14:05,13,Wednesday,53,0
3518,Airport,210,Trip Completed,7/13/2016 17:45,7/13/2016 18:22,17,Wednesday,37,0
4205,City,210,Trip Completed,7/14/2016 5:35,7/14/2016 6:38,5,Thursday,63,0
6346,Airport,210,Trip Completed,7/15/2016 18:48,7/15/2016 19:37,18,Friday,49,0
6433,City,210,Trip Completed,7/15/2016 19:52,7/15/2016 20:26,19,Friday,34,0
1471,City,211,Trip Completed,12/7/2016 5:09,12/7/2016 6:01,5,Wednesday,52,0
1808,Airport,211,Trip Completed,12/7/2016 9:13,12/7/2016 10:30,9,Wednesday,77,0
2017,City,211,Trip Completed,12/7/2016 13:43,12/7/2016 14:22,13,Wednesday,39,0
4483,City,211,Trip Completed,7/14/2016 8:49,7/14/2016 9:21,8,Thursday,32,0
4639,Airport,211,Trip Completed,7/14/2016 11:31,7/14/2016 12:10,11,Thursday,39,0
4901,Airport,211,Trip Completed,7/14/2016 18:02,7/14/2016 18:31,18,Thursday,29,0
5357,City,211,Trip Completed,7/14/2016 23:09,7/15/2016 0:05,23,Thursday,56,0
6214,Airport,211,Trip Completed,7/15/2016 17:35,7/15/2016 18:32,17,Friday,57,0
575,Airport,212,Trip Completed,11/7/2016 10:59,11/7/2016 11:51,10,Monday,52,0
753,Airport,212,Trip Completed,11/7/2016 15:58,11/7/2016 17:05,15,Monday,67,0
999,City,212,Trip Completed,11/7/2016 19:06,11/7/2016 20:20,19,Monday,74,0
1534,Airport,212,Trip Completed,12/7/2016 5:59,12/7/2016 6:58,5,Wednesday,59,0
1773,Airport,212,Trip Completed,12/7/2016 8:57,12/7/2016 10:03,8,Wednesday,66,0
1890,City,212,Trip Completed,12/7/2016 10:08,12/7/2016 11:16,10,Wednesday,68,0
2609,Airport,212,Trip Completed,12/7/2016 22:00,12/7/2016 22:56,22,Wednesday,56,0
2864,City,212,Trip Completed,7/13/2016 5:43,7/13/2016 6:10,5,Wednesday,27,0
3134,City,212,Trip Completed,7/13/2016 8:40,7/13/2016 9:52,8,Wednesday,72,0
3302,City,212,Trip Completed,7/13/2016 11:41,7/13/2016 12:37,11,Wednesday,56,0
3999,Airport,212,Trip Completed,7/13/2016 23:40,7/14/2016 0:44,23,Wednesday,64,0
4450,City,212,Trip Completed,7/14/2016 8:30,7/14/2016 9:07,8,Thursday,37,0
6376,City,212,Trip Completed,7/15/2016 19:12,7/15/2016 20:13,19,Friday,61,0
6622,Airport,212,Trip Completed,7/15/2016 21:46,7/15/2016 22:39,21,Friday,53,0
87,City,213,Trip Completed,11/7/2016 4:46,11/7/2016 5:26,4,Monday,40,0
859,City,213,Trip Completed,11/7/2016 17:49,11/7/2016 18:45,17,Monday,56,0
1170,City,213,Trip Completed,11/7/2016 20:55,11/7/2016 21:28,20,Monday,33,0
2511,City,213,Trip Completed,12/7/2016 21:07,12/7/2016 22:15,21,Wednesday,68,0
3427,Airport,213,Trip Completed,7/13/2016 15:52,7/13/2016 16:56,15,Wednesday,64,0
5385,Airport,213,Trip Completed,7/14/2016 0:07,7/14/2016 0:44,0,Thursday,37,0
4643,Airport,213,Trip Completed,7/14/2016 11:41,7/14/2016 12:32,11,Thursday,51,0
4850,Airport,213,Trip Completed,7/14/2016 17:34,7/14/2016 18:07,17,Thursday,33,0
5689,City,213,Trip Completed,7/15/2016 7:21,7/15/2016 7:59,7,Friday,38,0
600,City,214,Trip Completed,11/7/2016 11:38,11/7/2016 12:47,11,Monday,69,0
2053,Airport,214,Trip Completed,12/7/2016 14:50,12/7/2016 15:56,14,Wednesday,66,0
2256,Airport,214,Trip Completed,12/7/2016 18:25,12/7/2016 18:53,18,Wednesday,28,0
2947,City,214,Trip Completed,7/13/2016 6:35,7/13/2016 7:24,6,Wednesday,49,0
3834,City,214,Trip Completed,7/13/2016 21:21,7/13/2016 22:29,21,Wednesday,68,0
4414,Airport,214,Trip Completed,7/14/2016 8:08,7/14/2016 8:57,8,Thursday,49,0
5901,City,214,Trip Completed,7/15/2016 9:53,7/15/2016 11:01,9,Friday,68,0
214,City,215,Trip Completed,11/7/2016 6:13,11/7/2016 6:53,6,Monday,40,0
423,City,215,Trip Completed,11/7/2016 8:36,11/7/2016 9:21,8,Monday,45,0
1138,City,215,Trip Completed,11/7/2016 20:30,11/7/2016 21:12,20,Monday,42,0
1977,Airport,215,Trip Completed,12/7/2016 12:24,12/7/2016 13:07,12,Wednesday,43,0
2328,City,215,Trip Completed,12/7/2016 19:12,12/7/2016 20:01,19,Wednesday,49,0
2990,City,215,Trip Completed,7/13/2016 7:10,7/13/2016 8:11,7,Wednesday,61,0
3658,Airport,215,Trip Completed,7/13/2016 19:24,7/13/2016 20:08,19,Wednesday,44,0
4471,City,215,Trip Completed,7/14/2016 8:46,7/14/2016 9:27,8,Thursday,41,0
4767,Airport,215,Trip Completed,7/14/2016 15:34,7/14/2016 16:29,15,Thursday,55,0
5505,City,215,Trip Completed,7/15/2016 5:02,7/15/2016 5:49,5,Friday,47,0
5850,City,215,Trip Completed,7/15/2016 9:03,7/15/2016 10:14,9,Friday,71,0
484,City,216,Trip Completed,11/7/2016 9:24,11/7/2016 10:10,9,Monday,46,0
855,City,216,Trip Completed,11/7/2016 17:50,11/7/2016 18:27,17,Monday,37,0
2709,Airport,216,Trip Completed,7/13/2016 1:27,7/13/2016 2:10,1,Wednesday,43,0
5556,City,216,Trip Completed,7/15/2016 5:35,7/15/2016 6:49,5,Friday,74,0
5648,Airport,216,Trip Completed,7/15/2016 6:55,7/15/2016 7:37,6,Friday,42,0
114,City,217,Trip Completed,11/7/2016 5:10,11/7/2016 5:40,5,Monday,30,0
470,City,217,Trip Completed,11/7/2016 9:22,11/7/2016 10:00,9,Monday,38,0
1446,City,217,Trip Completed,12/7/2016 4:45,12/7/2016 5:38,4,Wednesday,53,0
3466,City,217,Trip Completed,7/13/2016 17:12,7/13/2016 17:59,17,Wednesday,47,0
4775,Airport,217,Trip Completed,7/14/2016 16:07,7/14/2016 16:53,16,Thursday,46,0
1065,Airport,218,Trip Completed,11/7/2016 19:51,11/7/2016 20:43,19,Monday,52,0
1457,Airport,218,Trip Completed,12/7/2016 4:58,12/7/2016 5:26,4,Wednesday,28,0
3363,City,218,Trip Completed,7/13/2016 13:36,7/13/2016 14:34,13,Wednesday,58,0
3994,Airport,218,Trip Completed,7/13/2016 23:21,7/14/2016 0:07,23,Wednesday,46,0
4340,City,218,Trip Completed,7/14/2016 7:13,7/14/2016 8:07,7,Thursday,54,0
4902,City,218,Trip Completed,7/14/2016 18:03,7/14/2016 19:11,18,Thursday,68,0
5360,Airport,218,Trip Completed,7/14/2016 23:19,7/14/2016 23:58,23,Thursday,39,0
5665,City,218,Trip Completed,7/15/2016 7:03,7/15/2016 8:03,7,Friday,60,0
5977,City,218,Trip Completed,7/15/2016 11:27,7/15/2016 12:04,11,Friday,37,0
6742,City,218,Trip Completed,7/15/2016 23:38,7/16/2016 0:39,23,Friday,61,0
280,Airport,219,Trip Completed,11/7/2016 7:05,11/7/2016 7:41,7,Monday,36,0
475,Airport,219,Trip Completed,11/7/2016 9:24,11/7/2016 10:21,9,Monday,57,0
1350,City,219,Trip Completed,11/7/2016 23:40,12/7/2016 0:26,23,Monday,41806,0
2707,Airport,219,Trip Completed,7/13/2016 1:17,7/13/2016 2:35,1,Wednesday,78,0
2928,Airport,219,Trip Completed,7/13/2016 6:26,7/13/2016 7:18,6,Wednesday,52,0
4534,City,219,Trip Completed,7/14/2016 9:29,7/14/2016 10:16,9,Thursday,47,0
4715,City,219,Trip Completed,7/14/2016 13:22,7/14/2016 14:27,13,Thursday,65,0
4814,Airport,219,Trip Completed,7/14/2016 17:17,7/14/2016 17:59,17,Thursday,42,0
5878,City,219,Trip Completed,7/15/2016 9:33,7/15/2016 10:30,9,Friday,57,0
6076,Airport,219,Trip Completed,7/15/2016 14:13,7/15/2016 14:45,14,Friday,32,0
609,City,220,Trip Completed,11/7/2016 11:52,11/7/2016 12:47,11,Monday,55,0
1414,Airport,220,Trip Completed,12/7/2016 3:25,12/7/2016 4:33,3,Wednesday,68,0
1713,Airport,220,Trip Completed,12/7/2016 8:08,12/7/2016 8:45,8,Wednesday,37,0
1991,City,220,Trip Completed,12/7/2016 12:32,12/7/2016 13:21,12,Wednesday,49,0
2082,Airport,220,Trip Completed,12/7/2016 15:42,12/7/2016 16:38,15,Wednesday,56,0
2798,City,220,Trip Completed,7/13/2016 4:51,7/13/2016 5:25,4,Wednesday,34,0
3763,City,220,Trip Completed,7/13/2016 20:35,7/13/2016 21:39,20,Wednesday,64,0
4091,Airport,220,Trip Completed,7/14/2016 3:00,7/14/2016 3:36,3,Thursday,36,0
4372,City,220,Trip Completed,7/14/2016 7:32,7/14/2016 8:49,7,Thursday,77,0
4609,City,220,Trip Completed,7/14/2016 10:26,7/14/2016 11:32,10,Thursday,66,0
4949,Airport,220,Trip Completed,7/14/2016 18:28,7/14/2016 18:58,18,Thursday,30,0
6004,Airport,220,Trip Completed,7/15/2016 12:12,7/15/2016 13:25,12,Friday,73,0
304,City,221,Trip Completed,11/7/2016 7:21,11/7/2016 7:50,7,Monday,29,0
700,City,221,Trip Completed,11/7/2016 14:05,11/7/2016 14:40,14,Monday,35,0
1708,Airport,221,Trip Completed,12/7/2016 8:10,12/7/2016 8:39,8,Wednesday,29,0
1918,City,221,Trip Completed,12/7/2016 10:56,12/7/2016 12:10,10,Wednesday,74,0
2067,Airport,221,Trip Completed,12/7/2016 15:13,12/7/2016 16:14,15,Wednesday,61,0
3632,City,221,Trip Completed,7/13/2016 19:02,7/13/2016 20:07,19,Wednesday,65,0
4332,City,221,Trip Completed,7/14/2016 7:10,7/14/2016 8:06,7,Thursday,56,0
4875,City,221,Trip Completed,7/14/2016 17:50,7/14/2016 18:31,17,Thursday,41,0
5108,City,221,Trip Completed,7/14/2016 20:03,7/14/2016 20:30,20,Thursday,27,0
5683,Airport,221,Trip Completed,7/15/2016 7:15,7/15/2016 8:00,7,Friday,45,0
5976,Airport,221,Trip Completed,7/15/2016 11:10,7/15/2016 12:32,11,Friday,82,0
6229,City,221,Trip Completed,7/15/2016 17:43,7/15/2016 18:31,17,Friday,48,0
6478,Airport,221,Trip Completed,7/15/2016 20:14,7/15/2016 20:58,20,Friday,44,0
1295,City,222,Trip Completed,11/7/2016 22:25,11/7/2016 23:03,22,Monday,38,0
1829,Airport,222,Trip Completed,12/7/2016 9:33,12/7/2016 10:20,9,Wednesday,47,0
2135,City,222,Trip Completed,12/7/2016 17:12,12/7/2016 17:58,17,Wednesday,46,0
2719,City,222,Trip Completed,7/13/2016 2:10,7/13/2016 2:52,2,Wednesday,42,0
3016,Airport,222,Trip Completed,7/13/2016 7:30,7/13/2016 8:11,7,Wednesday,41,0
4065,City,222,Trip Completed,7/14/2016 1:54,7/14/2016 2:43,1,Thursday,49,0
4911,City,222,Trip Completed,7/14/2016 18:09,7/14/2016 19:07,18,Thursday,58,0
5338,Airport,222,Trip Completed,7/14/2016 22:27,7/14/2016 23:34,22,Thursday,67,0
6086,City,222,Trip Completed,7/15/2016 14:22,7/15/2016 15:18,14,Friday,56,0
6457,Airport,222,Trip Completed,7/15/2016 20:06,7/15/2016 21:19,20,Friday,73,0
330,Airport,223,Trip Completed,11/7/2016 7:39,11/7/2016 8:52,7,Monday,73,0
626,Airport,223,Trip Completed,11/7/2016 12:10,11/7/2016 13:00,12,Monday,50,0
857,City,223,Trip Completed,11/7/2016 17:52,11/7/2016 18:42,17,Monday,50,0
2679,Airport,223,Trip Completed,12/7/2016 23:54,7/13/2016 1:10,23,Wednesday,-213044,0
3098,Airport,223,Trip Completed,7/13/2016 8:22,7/13/2016 8:54,8,Wednesday,32,0
3344,Airport,223,Trip Completed,7/13/2016 13:03,7/13/2016 13:56,13,Wednesday,53,0
4428,City,223,Trip Completed,7/14/2016 8:18,7/14/2016 9:19,8,Thursday,61,0
5198,Airport,223,Trip Completed,7/14/2016 20:45,7/14/2016 21:38,20,Thursday,53,0
5368,City,223,Trip Completed,7/14/2016 23:36,7/15/2016 0:27,23,Thursday,51,0
5513,Airport,223,Trip Completed,7/15/2016 5:04,7/15/2016 5:51,5,Friday,47,0
5742,City,223,Trip Completed,7/15/2016 7:52,7/15/2016 8:51,7,Friday,59,0
6107,Airport,223,Trip Completed,7/15/2016 14:57,7/15/2016 15:55,14,Friday,58,0
6729,City,223,Trip Completed,7/15/2016 23:19,7/16/2016 0:25,23,Friday,66,0
904,Airport,224,Trip Completed,11/7/2016 18:11,11/7/2016 19:23,18,Monday,72,0
1459,Airport,224,Trip Completed,12/7/2016 4:59,12/7/2016 5:41,4,Wednesday,42,0
2636,Airport,224,Trip Completed,12/7/2016 22:18,12/7/2016 23:29,22,Wednesday,71,0
2816,City,224,Trip Completed,7/13/2016 5:12,7/13/2016 6:08,5,Wednesday,56,0
3341,Airport,224,Trip Completed,7/13/2016 12:51,7/13/2016 13:32,12,Wednesday,41,0
3657,Airport,224,Trip Completed,7/13/2016 19:20,7/13/2016 20:33,19,Wednesday,73,0
5032,City,224,Trip Completed,7/14/2016 19:07,7/14/2016 19:44,19,Thursday,37,0
6763,City,224,Trip Completed,7/15/2016 0:04,7/15/2016 1:06,0,Friday,62,0
5649,Airport,224,Trip Completed,7/15/2016 6:51,7/15/2016 7:44,6,Friday,53,0
6430,City,224,Trip Completed,7/15/2016 19:51,7/15/2016 20:56,19,Friday,65,0
182,Airport,225,Trip Completed,11/7/2016 5:46,11/7/2016 6:58,5,Monday,72,0
621,Airport,225,Trip Completed,11/7/2016 12:07,11/7/2016 13:04,12,Monday,57,0
967,Airport,225,Trip Completed,11/7/2016 18:42,11/7/2016 19:33,18,Monday,51,0
1422,Airport,225,Trip Completed,12/7/2016 4:07,12/7/2016 5:20,4,Wednesday,73,0
1891,City,225,Trip Completed,12/7/2016 10:19,12/7/2016 11:15,10,Wednesday,56,0
2307,City,225,Trip Completed,12/7/2016 18:58,12/7/2016 19:49,18,Wednesday,51,0
3245,Airport,225,Trip Completed,7/13/2016 10:08,7/13/2016 10:45,10,Wednesday,37,0
3319,Airport,225,Trip Completed,7/13/2016 12:17,7/13/2016 13:10,12,Wednesday,53,0
3970,Airport,225,Trip Completed,7/13/2016 22:57,7/14/2016 0:13,22,Wednesday,76,0
4303,City,225,Trip Completed,7/14/2016 6:44,7/14/2016 7:41,6,Thursday,57,0
5358,Airport,225,Trip Completed,7/14/2016 23:17,7/15/2016 0:03,23,Thursday,46,0
5793,Airport,225,Trip Completed,7/15/2016 8:38,7/15/2016 9:41,8,Friday,63,0
6203,Airport,225,Trip Completed,7/15/2016 17:19,7/15/2016 18:08,17,Friday,49,0
642,City,226,Trip Completed,11/7/2016 12:34,11/7/2016 13:51,12,Monday,77,0
1119,Airport,226,Trip Completed,11/7/2016 20:31,11/7/2016 21:13,20,Monday,42,0
1861,City,226,Trip Completed,12/7/2016 9:56,12/7/2016 10:34,9,Wednesday,38,0
2168,Airport,226,Trip Completed,12/7/2016 17:29,12/7/2016 18:32,17,Wednesday,63,0
2853,Airport,226,Trip Completed,7/13/2016 5:36,7/13/2016 6:25,5,Wednesday,49,0
3299,City,226,Trip Completed,7/13/2016 11:44,7/13/2016 12:20,11,Wednesday,36,0
4285,City,226,Trip Completed,7/14/2016 6:33,7/14/2016 7:45,6,Thursday,72,0
5210,City,226,Trip Completed,7/14/2016 20:56,7/14/2016 22:08,20,Thursday,72,0
